City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
171,Dingle,PH,2021-01-18 01:17:44,10.9995,122.6711,75.2,92,100,9.69,light rain
172,Thinadhoo,MV,2021-01-18 01:17:45,0.5333,72.9333,81.32,70,1,7.45,clear sky
173,Sistranda,NO,2021-01-18 01:11:06,63.7256,8.834,30.2,80,75,16.11,broken clouds
174,Mareeba,AU,2021-01-18 01:09:01,-17.0,145.4333,78.8,89,90,2.3,moderate rain
175,Vila Velha,BR,2021-01-18 01:11:05,-20.3297,-40.2925,77.0,83,40,5.75,scattered clouds
176,Bac Lieu,VN,2021-01-18 01:17:45,9.285,105.7244,73.24,71,20,5.32,few clouds
177,Zolochiv,UA,2021-01-18 01:17:46,49.806,24.8944,12.2,92,75,8.95,light snow
178,Kindu,CD,2021-01-18 01:17:47,-2.95,25.95,70.09,96,100,2.57,light rain
179,Oksfjord,NO,2021-01-18 01:17:47,70.2396,22.3479,33.8,93,90,4.61,snow
180,Nanortalik,GL,2021-01-18 01:10:49,60.1432,-45.2371,27.28,92,100,5.57,overcast clouds
181,Bestobe,KZ,2021-01-18 01:17:47,52.4994,73.0975,8.1,93,0,12.01,clear sky
182,Mujiayingzi,CN,2021-01-18 01:17:47,42.1167,118.7833,-6.59,84,75,2.68,broken clouds
183,Sambava,MG,2021-01-18 01:17:47,-14.2667,50.1667,77.25,87,56,6.2,light rain
184,Biltine,TD,2021-01-18 01:15:46,14.5333,20.9167,63.01,24,0,9.35,clear sky
185,Port Elizabeth,ZA,2021-01-18 01:17:48,-33.918,25.5701,66.2,82,75,2.3,broken clouds
186,Ambulu,ID,2021-01-18 01:17:48,-8.345,113.6058,81.32,73,94,0.25,light rain
187,Makakilo City,US,2021-01-18 01:09:06,21.3469,-158.0858,80.6,65,20,8.05,few clouds
188,Grindavik,IS,2021-01-18 01:13:04,63.8424,-22.4338,33.8,93,75,17.27,light snow
189,Hithadhoo,MV,2021-01-18 01:09:22,-0.6,73.0833,80.62,71,51,7.47,broken clouds
190,Tuktoyaktuk,CA,2021-01-18 01:11:42,69.4541,-133.0374,-4.0,84,75,9.22,broken clouds
191,Surt,LY,2021-01-18 01:17:49,31.2089,16.5887,55.22,62,0,19.04,clear sky
192,Dubti,ET,2021-01-18 01:17:49,11.7361,41.0853,70.56,59,100,7.74,overcast clouds
193,Lavrentiya,RU,2021-01-18 01:16:08,65.5833,-171.0,-11.85,82,100,10.13,overcast clouds
194,Mahibadhoo,MV,2021-01-18 01:17:49,3.7833,72.9667,81.07,75,0,10.58,clear sky
195,Geraldton,AU,2021-01-18 01:09:38,-28.7667,114.6,89.6,43,40,9.22,scattered clouds
196,Airai,TL,2021-01-18 01:12:14,-8.9266,125.4092,66.61,94,99,3.27,overcast clouds
197,Longyearbyen,SJ,2021-01-18 01:11:57,78.2186,15.6401,19.4,63,75,32.21,broken clouds
198,Arzachena,IT,2021-01-18 01:17:50,41.0769,9.3887,46.4,87,40,4.61,scattered clouds
199,Kirov,RU,2021-01-18 01:17:50,58.5966,49.6601,-13.85,89,8,4.88,clear sky
200,Victoria,HK,2021-01-18 01:13:08,22.2855,114.1577,57.0,50,0,1.01,clear sky
